max_severity,ave_severity,sentence_time,sentence_served,repeat_offender,substance_use,support,education
1,1,8.387762766,1.448158147,0,0,1,1
1,1,21.79038351,12.04033055,0,0,0,2
2,1.5,38.0199358,24.40890868,0,0,0,2
1,1,46.42605441,15.72586617,1,0,1,2
2,1.2,75.7264624,60.90683887,0,0,0,2
1,1,7.996389176,6.884190256,0,0,1,1
2,1.5,30.16703784,4.527193045,0,0,1,1
1,1,12.50323387,13.5435666,1,1,1,1
1,1,9.778379892,5.618418728,0,1,1,1
3,2,72.94725613,41.51118211,1,0,1,1
3,1.333333333,179.0486609,114.5516346,1,0,1,1
1,1,4.856132594,2.212725247,0,0,0,4
4,2.5,73.91821467,13.15976063,1,0,1,2
2,1.25,36.55141589,27.0729998,0,0,1,1
2,1.25,54.20258514,8.856166064,1,1,1,4
2,1.2,113.2162314,67.53864462,1,0,0,1
1,1,19.78564803,7.391014117,1,0,1,4
2,1.5,31.32720696,29.92131287,1,1,1,2
4,2,49.21125215,37.72512434,0,0,1,1
1,1,12.32966826,7.984118358,1,0,1,2
1,1,12.03266795,1.783060322,0,0,1,4
4,2,56.81184948,13.13916478,1,1,0,3
1,1,3.438825421,3.146772589,0,0,1,2
1,1,4.025690592,2.667229564,0,0,1,1
1,1,39.56345614,4.010888861,1,0,1,1
1,1,37.12019737,22.07049842,1,0,1,3
2,1.333333333,23.27282121,3.634840051,1,0,1,2
1,1,17.02669836,6.991589792,0,1,1,2
5,2.333333333,127.5631318,14.44015239,0,0,1,2
2,1.5,46.75683289,11.72773445,0,0,1,2
2,2,15.10807724,4.013044941,1,1,0,4
3,2,110.1120578,16.84863328,0,1,1,3
2,1.333333333,62.60516607,17.68088154,0,0,0,1
1,1,13.03470455,6.720513325,0,0,1,1
2,1.25,148.7982957,99.71620864,0,0,1,1
1,1,32.1509867,11.08834964,0,1,1,4
4,2,123.8819196,43.74111954,1,1,1,1
2,1.4,46.20834063,36.11572794,1,0,0,1
4,2.5,65.64605504,16.14616644,0,0,0,1
1,1,16.65868922,2.395823638,0,0,1,1
2,1.25,82.96167252,28.4086708,0,1,0,4
2,1.333333333,37.14365964,3.517729745,0,1,1,1
4,2.5,39.43333228,6.652201444,1,1,1,1
2,2,8.229866879,8.398017944,0,0,1,2
5,2,193.5310238,154.0902411,1,0,1,1
4,4,23.53935281,6.46590862,1,1,1,1
1,1,10.43975327,6.288533479,1,1,0,1
4,1.6,157.6671134,92.52720524,1,0,0,1
5,2.2,237.244304,112.1842596,0,0,1,1
2,1.142857143,86.62510972,55.87761052,0,1,1,1
1,1,37.83438566,8.051411839,1,0,0,1
2,1.666666667,54.02772732,54.56884431,0,1,1,1
3,2.5,62.98577719,4.592525638,0,0,0,4
2,2,17.58070906,11.29058391,0,0,1,3
1,1,17.97971672,6.911946377,1,0,1,1
1,1,41.40175061,34.26052513,1,0,1,1
3,2,61.86827891,57.29758679,0,1,1,1
2,1.333333333,53.66318325,31.31812105,0,0,1,1
1,1,9.314364476,8.258519615,0,0,1,2
2,1.5,19.33416427,13.96248161,0,1,1,2
1,1,9.927481092,5.56119014,1,0,1,1
1,1,10.85602587,3.606145437,0,1,1,1
4,2.333333333,41.10276328,20.33793291,0,0,1,3
2,1.5,30.96082973,5.331458707,0,0,1,1
2,2,24.42527667,15.53558444,0,0,1,1
2,2,11.73318361,12.72654967,1,1,1,1
1,1,6.404935379,3.636421369,1,0,1,2
4,1.6,248.4305374,107.7254399,1,0,1,1
1,1,10.24493394,5.153101981,0,0,0,2
5,2.666666667,66.55172148,35.8372126,1,1,1,1
4,1.75,71.6134102,49.38703511,0,0,1,2
2,2,11.38982864,10.24402345,0,0,0,1
1,1,17.42928808,2.73534187,1,1,0,1
1,1,12.7047482,1.872691192,0,1,0,3
3,1.666666667,118.2980702,13.2419999,0,0,0,1
1,1,44.69444393,44.66719088,1,0,1,2
1,1,20.79327268,9.877254664,0,0,1,3
2,1.25,44.49938291,44.46667648,0,1,1,2
3,2,70.41124864,6.971126843,1,0,1,4
1,1,12.8498649,4.138180928,0,0,1,1
2,2,7.200257806,0.614753112,0,1,1,3
1,1,12.809625,5.427305766,1,0,1,2
1,1,44.12690554,41.12637903,0,1,1,1
1,1,24.62556745,2.668748954,1,0,1,2
1,1,7.125548511,3.922181788,0,1,0,1
1,1,39.01664871,17.00520037,0,0,0,2
1,1,8.466434243,2.387354451,0,0,1,1
4,2,134.2590894,98.64416507,1,0,1,1
1,1,20.48972655,17.16918877,0,1,1,1
2,1.333333333,18.81118821,5.349780301,0,0,1,1
3,2,45.81070065,11.284053,0,0,1,2
1,1,6.962828791,0.492979489,1,0,0,1
1,1,6.259148081,4.893522307,0,0,0,2
2,1.666666667,74.73541579,36.0169428,0,1,0,1
1,1,32.46357084,19.47139458,0,1,1,2
2,2,21.49507333,3.17897208,0,1,0,3
3,2,49.54897786,22.12358285,1,0,1,1
2,1.5,95.78822739,56.19535832,0,0,0,1
1,1,21.73262134,13.73731605,0,1,0,1
2,1.333333333,51.42759217,34.46332493,0,0,1,1
3,3,31.81887812,33.77652765,0,0,0,2
2,1.5,24.84100864,13.12737867,1,0,1,1
2,1.333333333,24.41192292,16.02602305,0,1,1,4
1,1,18.97274722,6.940369759,0,1,1,1
1,1,9.059769141,7.39814244,0,1,1,2
2,1.5,43.32153784,13.49719809,0,0,1,3
1,1,11.01137572,11.25989,0,1,1,1
1,1,9.534112237,8.844150957,0,0,1,1
1,1,10.05929973,10.29129036,0,0,1,3
1,1,25.14156912,8.894741442,0,0,1,1
1,1,22.75389509,6.149266987,1,1,0,2
1,1,15.6906743,15.38175727,0,0,1,1
5,2,150.0307007,70.8638589,1,1,1,1
3,2,40.13355438,23.13321524,0,0,1,3
3,1.5,104.8324073,73.6918701,1,0,1,4
5,2,218.5992905,71.16195554,1,0,1,1
1,1,10.5501217,4.341141872,0,1,1,1
1,1,20.85437449,7.013480309,0,1,1,1
1,1,27.00847772,6.874540414,1,1,1,2
2,1.333333333,87.2513187,83.98090372,0,1,1,4
2,1.25,54.92660862,13.26846809,0,0,1,2
2,1.4,47.97239208,36.0308162,0,0,1,3
2,1.25,96.11710352,57.40520879,0,0,0,1
1,1,15.61059953,9.115051321,0,0,0,1
1,1,11.05425465,1.842547509,1,0,1,4
4,2,206.7230293,112.6566141,1,0,1,2
1,1,3.623943893,2.019304144,0,0,1,2
1,1,19.89406524,4.843024435,1,1,1,1
1,1,8.3180029,7.099160653,0,0,1,2
3,1.8,77.42865976,4.488345591,0,1,1,1
2,1.333333333,34.17491616,19.70645413,0,0,1,2
1,1,19.15397509,10.94815037,1,1,1,2
2,1.5,42.10370814,12.00427733,0,0,0,3
3,1.666666667,65.22802422,16.63405265,0,0,0,2
1,1,7.140627275,4.723184678,1,0,0,2
1,1,4.273666348,2.522262503,0,0,1,4
3,2,59.66930489,6.129303108,1,0,1,1
1,1,7.135476438,1.778347855,0,1,1,1
5,2.5,167.8845014,146.5013925,1,0,1,2
1,1,24.78818723,1.481889425,0,0,1,2
1,1,13.13870321,10.72613917,0,0,1,1
2,1.5,52.16559023,46.4755892,0,1,1,3
4,2,110.1960212,81.74628518,0,1,0,2
3,1.666666667,32.5782138,16.59462744,0,1,1,3
1,1,9.439717035,3.45841123,0,0,0,3
2,1.5,24.59023452,26.41383801,0,0,0,1
1,1,10.60957485,10.26601019,1,0,1,2
1,1,7.232469064,4.596565195,1,0,0,1
1,1,9.164367297,3.554247843,1,1,1,2
2,1.428571429,142.845913,29.64756533,0,0,1,1
2,1.333333333,31.8748709,20.13560026,0,1,1,1
2,1.333333333,75.29831784,41.73786384,1,1,1,1
4,2,106.0833595,47.75688115,1,1,0,3
3,1.333333333,104.089837,66.02521157,0,1,1,3
4,2.666666667,101.5098946,26.08363755,1,0,1,3
4,1.571428571,132.6605461,68.3470779,1,1,0,1
1,1,12.21308976,3.052006744,1,0,1,1
2,1.333333333,19.20051239,6.590354151,0,0,1,1
3,1.666666667,75.55685409,12.80954579,0,0,1,2
1,1,9.988526939,6.266759272,0,0,1,1
2,1.2,84.23575195,57.20693457,0,1,1,1
2,1.333333333,75.88440261,9.269430921,0,0,1,3
2,1.25,35.04564508,13.51596812,0,0,1,1
1,1,3.307697334,1.814054689,0,0,0,2
3,1.5,150.3290198,76.03287138,1,0,0,1
1,1,3.891808726,0.945528692,1,0,1,1
2,1.333333333,27.35698247,9.617826503,0,0,0,4
1,1,9.282417259,6.215542219,0,0,0,1
1,1,3.350691181,0.473198574,1,0,1,1
1,1,18.72699554,14.53181287,0,0,1,3
1,1,34.37031772,16.67136843,0,0,0,1
2,1.166666667,61.27470559,34.62486792,1,1,1,3
2,2,21.69988632,20.30698806,0,1,0,3
4,2,80.07294976,73.508515,1,1,1,1
1,1,21.30968984,14.98397281,1,0,1,1
1,1,9.248895828,4.01423248,0,1,1,1
3,1.75,87.27016318,66.31040771,1,1,1,1
3,2,27.58587633,3.283050587,1,1,1,2
1,1,15.7480512,10.18953864,1,0,0,3
5,2.5,108.3823365,56.89792486,1,0,1,3
2,1.333333333,18.41246391,15.31653252,1,0,1,1
3,1.333333333,153.5545797,110.6682024,1,1,0,2
1,1,6.278683296,5.500557553,0,1,1,1
2,1.5,17.59116999,14.63001166,1,0,1,2
3,2,64.39254631,26.29155143,0,0,1,2
2,1.25,75.78580255,57.75947032,0,0,1,3
1,1,59.25837729,54.9327715,1,0,1,1
3,1.5,111.3913592,83.80541541,1,1,1,4
2,2,26.15673227,23.29464381,0,0,1,1
3,2,21.33385388,7.079910901,1,0,0,1
5,3,103.659539,105.4004832,1,0,1,2
1,1,9.773125805,7.311663602,0,1,0,2
2,1.5,41.20503832,9.918667177,0,0,1,2
1,1,31.28451909,4.350849397,0,0,1,1
2,1.2,116.3848596,40.21430591,1,0,1,2
2,1.25,103.8257012,31.44677933,1,0,1,1
5,2.285714286,400.9856378,394.4407755,0,1,1,3
1,1,21.52133735,8.658569035,0,1,1,1
1,1,58.04528485,12.34542107,0,0,0,1
5,3,110.1768528,92.88784645,0,1,1,1
2,2,13.5428951,0.81858307,0,1,1,1
2,1.5,46.08161783,34.88414797,0,0,1,1
3,3,26.10210408,21.66008791,0,0,1,1
3,1.5,63.38320616,38.2307941,1,0,0,1
3,1.5,213.9745905,47.26660476,0,0,0,4
2,1.333333333,22.0550021,21.56567751,0,0,1,3
1,1,4.149892319,2.192754596,0,0,1,3
2,1.25,62.13884322,51.39000933,1,0,1,3
4,2.5,105.5097444,7.232852349,0,1,0,4
4,1.5,370.5701523,284.1037379,1,1,1,2
5,2.166666667,333.2019171,32.52840247,1,1,1,2
1,1,15.22238281,11.45521213,0,0,1,4
1,1,30.4855095,21.72323787,0,0,1,1
3,1.666666667,93.91924186,24.33389109,1,0,1,3
2,1.2,73.71111788,55.73217642,0,0,0,1
4,2,113.737465,25.19870856,1,0,0,3
1,1,63.26991343,15.73941904,0,1,1,1
2,1.333333333,66.49004104,46.52218157,1,0,1,4
1,1,22.2928989,13.13490429,0,0,1,1
2,1.2,73.93297543,32.49192439,0,1,1,1
2,1.333333333,68.82312992,51.17627677,0,0,1,2
4,4,22.40962635,1.599715005,1,0,0,2
2,1.333333333,75.29617974,59.48643851,0,0,1,2
1,1,24.43109612,7.866212369,1,0,1,3
2,1.5,47.75508004,8.290275667,1,0,1,1
2,2,10.132244,9.225399649,0,0,0,3
2,1.25,46.01507542,20.31733792,1,0,1,1
1,1,22.54696476,2.920007106,0,0,1,1
3,1.5,64.96791968,14.75359585,0,0,0,1
2,1.333333333,60.92723487,10.07754687,0,0,1,1
2,1.5,17.81204417,7.715013979,1,1,1,1
1,1,23.79948899,12.18015636,1,1,1,1
2,1.142857143,95.655621,97.78711318,0,0,0,4
1,1,11.11529668,7.666904817,0,0,1,2
4,1.75,146.5670366,134.1622299,1,1,0,1
1,1,25.71847643,25.26644123,0,1,1,1
2,2,7.545736541,2.580635878,1,0,1,2
5,2.142857143,396.7983101,301.4304958,0,0,1,4
3,1.666666667,31.02713251,30.04171129,1,0,1,1
4,1.8,101.8005619,102.4310957,0,1,1,2
1,1,14.65081655,14.19342995,0,0,1,3
2,1.2,110.2752577,110.2616144,0,0,0,1
2,1.25,89.87903186,44.15551452,0,0,0,1
2,1.666666667,73.72710026,20.19949073,0,0,1,4
2,1.5,23.14116884,20.28958154,1,0,1,2
1,1,22.94432997,7.349171875,1,0,0,1
2,1.571428571,140.0449615,22.08061025,1,1,1,4
4,2.5,105.5057212,97.81590319,0,1,0,2
2,1.5,45.94356559,18.75308694,0,1,1,4
2,1.166666667,36.55196072,18.78382746,0,1,1,1
1,1,60.57779196,5.039603487,0,1,1,1
2,1.333333333,31.35004536,11.28164501,0,1,0,1
2,2,6.707041831,5.4580871,0,1,1,2
3,1.75,71.67342422,75.14558116,1,0,1,2
2,1.333333333,72.51027125,37.37306186,0,0,0,4
2,1.333333333,26.49001725,27.20203305,0,0,0,2
3,1.75,82.27350216,57.59094613,0,0,0,1
4,1.75,192.9398934,13.58114798,1,0,1,2
2,1.25,63.67878064,27.65283221,0,1,1,1
1,1,8.319629106,2.78091572,1,0,1,4
2,1.333333333,66.64017875,49.90626547,0,1,1,3
3,1.75,78.52776812,36.26848363,1,0,1,1
1,1,20.20194064,12.89296396,0,0,1,1
2,1.375,52.91934265,45.92835805,0,1,1,1
3,1.5,128.1116033,135.0801236,0,0,1,1
1,1,18.39362799,16.62315468,0,0,1,1
4,2.333333333,116.0628295,74.71924531,1,1,0,1
1,1,10.9127211,3.717383718,1,0,1,3
1,1,9.319563153,2.704342193,0,0,0,1
1,1,17.32853693,9.149686586,1,0,0,4
4,2.333333333,95.76448529,93.54339674,0,0,1,1
3,1.5,70.19328375,57.34877361,0,0,1,1
1,1,16.46241251,6.649894139,0,1,1,1
1,1,40.15447657,11.21956198,0,0,0,3
1,1,11.99821666,12.48194081,0,0,1,3
1,1,13.91898222,9.957571751,0,0,1,3
1,1,33.53543161,18.71062294,0,0,1,4
2,2,38.79440423,11.06905493,0,1,1,2
1,1,65.28431774,31.75766608,0,1,1,1
2,1.666666667,21.19269263,12.47322594,0,0,1,2
2,1.666666667,55.70378353,21.84347647,1,1,0,3
3,1.75,97.3921987,58.71384372,1,0,0,1
2,1.4,33.83783361,17.62499468,1,0,1,1
1,1,6.727534943,1.71439458,0,0,1,2
4,3,46.17000012,15.25827588,1,1,0,1
4,2,121.1737559,9.083259475,1,1,1,1
1,1,7.690607581,1.60373148,0,0,1,1
1,1,11.94959245,6.496513307,1,0,1,2
2,2,10.7308272,8.131157638,1,1,0,1
1,1,4.02752545,3.906610081,0,0,0,1
2,1.2,82.79612764,32.28027278,0,0,0,2
2,2,17.38281717,16.84058069,1,1,1,1
3,1.4,55.96410488,28.56164394,1,1,0,1
2,1.333333333,34.93716192,27.15032282,0,0,1,1
2,1.333333333,28.45262384,30.86768766,0,0,0,4
1,1,5.663797028,3.432757397,1,0,1,3
2,2,10.78971281,2.586337233,0,1,1,2
2,1.25,81.69264567,15.86152456,1,1,1,4
2,2,19.24302048,6.451444932,0,0,1,1
4,1.5,195.7418807,66.57168489,0,1,1,1
3,1.666666667,87.69838652,65.91633244,1,0,1,1
1,1,11.52889931,9.159344159,0,0,1,2
1,1,12.01670392,6.924108519,0,0,1,4
1,1,11.43328026,2.688031212,0,0,1,2
3,2,71.90735089,53.77025844,0,1,0,1
2,1.333333333,32.52621727,9.693091131,1,1,1,1
3,1.5,146.035981,145.9196547,1,0,1,1
1,1,20.26320932,17.04525784,1,0,0,4
4,1.714285714,286.7188602,56.15393562,0,1,1,4
2,1.5,25.11511543,12.50556323,0,0,1,2
2,1.333333333,23.70287575,12.44479656,0,0,1,1
2,1.5,51.07239824,43.40298745,1,0,0,1
2,1.166666667,121.3064742,49.16180314,0,1,1,1
2,1.666666667,78.75797326,18.09799526,0,1,1,2
2,1.166666667,116.4471778,118.2237298,0,1,1,2
4,1.75,194.9245214,81.69665025,1,1,1,1
1,1,27.06974396,25.70564339,0,0,1,1
2,1.5,34.49209998,29.99093817,0,0,1,2
1,1,5.379378221,2.488250026,0,1,1,1
4,2,119.4102665,114.1439057,0,1,1,2
2,1.333333333,41.22985558,39.45385547,1,1,0,4
1,1,47.40878674,15.02740923,0,1,1,2
4,2,130.106763,81.0257663,1,1,1,4
4,4,13.98859263,4.506162002,0,1,1,1
2,1.333333333,23.47735801,16.94051152,0,0,1,3
1,1,27.15467736,27.63431183,0,0,0,2
1,1,3.443664616,0.610677581,1,0,1,3
1,1,18.42533482,11.52382819,0,0,1,3
3,1.666666667,115.1848166,36.18531003,1,0,1,1
1,1,7.578564646,2.198360222,1,1,0,1
2,1.666666667,72.84777431,50.33368568,0,0,1,1
2,1.2,122.2265193,121.6664205,1,1,1,2
3,1.5,115.1407034,106.2221443,0,1,1,3
2,1.333333333,52.79509107,9.461992347,0,1,1,3
1,1,8.428400673,8.398217995,0,1,1,3
2,2,9.961678984,10.71477313,0,0,1,1
2,1.25,64.71881973,13.32316954,0,1,1,2
2,2,6.569492119,4.017041873,0,1,1,3
2,1.333333333,57.58852571,14.14178249,1,0,1,2
2,1.333333333,26.09758983,4.743737272,0,0,1,2
2,1.666666667,75.5110221,22.92505895,0,1,1,1
1,1,16.85662109,8.226448701,0,0,1,1
1,1,13.27034693,13.48468461,0,0,1,1
4,1.714285714,339.2117593,28.83126365,1,0,1,1
1,1,21.87362504,19.39640402,1,0,0,2
2,1.25,34.13258029,24.08688668,0,0,1,1
3,2,21.7790925,6.803806575,1,0,0,3
3,1.666666667,86.65743693,57.92332318,0,0,0,1
1,1,7.824498921,6.651123681,0,0,1,4
1,1,16.88016728,2.4701699,1,0,1,4
4,2,194.015557,170.6939417,1,0,1,2
4,2.25,71.54231362,65.62327188,1,1,1,2
3,1.666666667,52.71520971,21.43147696,0,0,1,1
2,1.142857143,88.1591045,79.8446507,0,1,0,1
3,2,106.9347339,113.6069175,0,1,1,1
1,1,71.60267143,72.72121069,0,0,1,1
2,1.5,32.6462368,25.06612008,1,0,1,3
4,1.714285714,194.6610226,63.9201617,0,1,1,1
1,1,42.98863,10.36722246,0,0,1,1
1,1,5.444175811,2.730916352,1,0,0,1
3,1.666666667,111.341223,40.82397741,1,1,0,4
1,1,16.94293787,8.303765268,0,1,1,2
2,1.333333333,24.69695594,26.15622934,0,0,1,2
2,1.142857143,146.7878239,14.05636185,1,1,1,1
4,1.571428571,240.0962911,39.45448199,1,1,1,2
3,1.5,65.24056917,63.21070723,0,1,1,2
4,1.75,175.7267898,62.16633349,0,1,1,3
3,1.333333333,119.9975547,114.8313744,1,1,1,2
2,1.333333333,54.90794155,37.24630069,0,0,0,2
2,1.25,100.1835496,65.52725759,1,1,0,1
2,1.5,49.47423209,17.94879547,1,1,0,1
1,1,8.625015071,8.123796982,1,0,1,1
2,1.25,52.8752404,47.4697034,1,0,0,2
3,1.8,70.60194577,61.12601842,1,0,0,1
1,1,14.51393878,5.939356348,0,0,1,1
1,1,15.03726238,3.877913624,0,0,0,2
3,2,56.55620758,41.10068609,0,1,1,2
3,2,78.92383252,28.79617285,1,0,1,1
3,1.285714286,244.9469499,162.0305404,0,0,1,1
1,1,27.48556696,4.339981302,0,0,0,3
1,1,10.10170671,9.278300135,0,1,1,1
1,1,35.75785835,30.17185201,0,0,0,1
2,1.5,27.99787672,19.33522189,1,0,0,3
2,1.5,30.46783831,28.2988615,0,0,1,1
2,2,14.70023959,14.48229071,0,0,1,3
2,1.25,97.92585524,94.71142796,0,0,0,2
3,1.5,83.21177395,53.18599981,0,0,1,1
2,1.25,56.75771494,61.32141429,0,1,1,2
4,2.5,95.74302367,52.024375,0,0,1,4
1,1,13.99329663,5.022744227,0,0,1,4
1,1,4.281049159,2.318479282,0,0,1,1
4,2,112.5652088,98.05581465,1,0,0,2
1,1,6.318102524,3.016149138,0,1,0,2
1,1,7.973224802,6.864504212,1,0,0,1
4,2,125.7285064,69.41006095,1,0,1,2
2,1.5,22.29639258,7.7962103,0,0,1,1
1,1,7.330118084,2.090092818,1,0,0,1
3,3,75.99619138,4.685869624,0,0,1,3
4,2.25,119.3374011,85.92661491,1,0,1,4
1,1,27.72807481,30.09102377,0,0,1,3
2,1.25,57.69329399,6.909040675,0,0,1,2
1,1,11.31441626,10.23583967,1,0,1,2
1,1,5.304643271,3.99050184,0,1,0,2
5,3,140.001122,79.45235357,1,0,1,2
2,1.125,178.9389089,85.46271319,0,1,1,2
1,1,23.53353258,13.60220972,0,0,1,1
3,1.6,185.5476741,172.4195981,0,0,1,1
2,1.25,54.79734118,28.21430782,0,0,1,1
3,1.625,111.7901249,12.19062102,0,0,0,1
1,1,3.546069263,0.677543673,1,1,0,3
1,1,23.29295485,3.067339785,1,0,1,3
2,1.444444444,174.1392949,168.4875678,1,0,0,3
1,1,34.55983103,28.48556159,0,0,1,1
1,1,6.142874435,3.171596432,1,1,1,1
2,1.666666667,35.7935976,4.754986519,0,0,0,4
4,2.25,100.0653268,26.58356139,1,0,1,1
2,1.2,83.45806848,29.05093675,1,0,1,2
2,1.2,120.7163971,32.90775024,1,0,1,2
3,1.285714286,116.853726,32.58913955,0,0,1,3
2,1.5,16.39264327,1.754419421,0,1,0,2
2,1.666666667,50.32681411,15.57749745,0,0,1,1
4,1.428571429,307.5688031,56.64423143,1,1,1,2
1,1,19.81656621,1.473765782,0,0,1,2
2,1.25,105.1729141,15.97419748,0,0,1,2
1,1,26.15303758,18.59819695,0,0,1,2
1,1,9.871722393,5.018628157,0,0,1,1
2,1.5,13.07858401,0.939204115,0,1,1,1
3,1.75,76.01384015,44.96128841,1,0,0,1
1,1,36.53114641,39.76059145,0,0,0,3
2,2,25.04959842,2.242378823,0,0,0,3
2,1.25,54.43914797,16.41232667,0,1,1,2
2,1.25,102.6270706,49.7841057,0,0,1,2
5,3,92.15407243,43.39203962,1,0,1,1
1,1,20.16312838,21.31927285,0,0,1,1
1,1,38.91956912,40.46726879,0,0,1,3
4,2,71.3623717,61.54871201,0,0,1,3
3,1.5,100.1180631,37.46020553,1,1,0,1
2,1.5,37.4607501,28.04340169,0,1,0,4
1,1,6.663239498,5.720545282,0,0,0,3
1,1,22.55328068,13.2874943,1,1,1,1
2,1.428571429,116.7021793,71.02659631,1,1,1,1
1,1,21.7495245,1.71034579,0,0,1,3
3,1.75,73.13412414,20.26128233,1,0,1,1
3,1.5,83.95455453,71.2248111,1,0,1,2
2,2,23.9418267,17.61214542,0,0,1,2
1,1,12.47519719,10.43681253,0,1,1,1
1,1,15.27607248,13.79138033,1,1,1,1
3,2,68.27456079,54.24281522,0,1,1,1
2,1.333333333,52.78414054,32.53693707,1,1,1,3
4,4,28.03202142,17.31260711,0,1,1,3
3,2,127.7939306,28.98006769,0,1,0,2
1,1,11.18653132,1.990769986,0,0,1,1
2,2,7.522299499,5.932962598,1,1,1,2
5,1.666666667,249.4154052,242.9387658,0,0,1,1
1,1,4.527660773,0.654292252,0,0,1,1
2,1.333333333,59.65433376,56.43309947,0,1,1,2
1,1,10.31644491,0.684592039,1,1,0,2
1,1,21.55417526,8.699687217,1,0,1,1
1,1,32.77172443,19.11947757,0,0,1,4
1,1,6.197611455,1.162090247,1,0,1,4
2,1.5,33.47912856,14.71386889,0,0,1,1
3,2,116.9623277,109.8566963,1,0,1,1
2,1.5,12.16243461,4.555624978,0,0,0,3
3,1.6,89.78531652,8.308267825,0,0,1,2
2,1.25,77.18914815,9.805207966,0,1,0,4
2,1.571428571,162.1591107,118.1571601,1,1,1,2
2,1.666666667,54.77565203,11.34647484,0,0,0,1
2,1.5,23.27193962,4.158978745,0,1,0,1
2,1.333333333,70.94880807,50.12596554,0,1,1,2
1,1,3.804863748,0.322442862,1,0,1,3
1,1,5.390748128,2.603208571,0,0,1,1
4,1.75,148.6221035,128.436968,1,0,1,1
3,1.4,123.3406953,125.2753609,0,0,0,1
3,1.75,153.0565472,77.54075447,1,0,1,1
1,1,12.52581963,8.186234972,0,0,1,2
4,2.25,150.96195,90.53067147,1,0,1,1
1,1,29.88273871,18.28196741,0,0,0,1
3,2,89.0821101,86.75328955,1,0,1,1
4,4,12.55900072,12.33673035,0,0,1,2
3,2.25,110.3558912,12.48608769,0,0,1,2
3,2.5,54.43586129,36.92782691,1,0,0,2
5,2,209.2032177,57.28521878,0,1,0,2
1,1,27.2585015,18.89178918,1,0,0,3
1,1,3.160502582,2.970630394,1,0,0,1
3,1.666666667,80.14340078,55.4181335,1,1,0,1
1,1,13.00075579,2.430155918,0,0,0,1
1,1,11.07003371,3.041627895,1,0,1,1
3,3,17.95907176,17.1716949,0,1,1,2
3,2,104.3008518,82.60022153,1,0,1,1
2,1.25,80.08398755,5.160988111,0,0,1,1
2,1.333333333,74.48639807,44.45337759,0,0,1,1
2,2,8.372008592,0.571337297,0,1,1,2
2,1.142857143,70.71504543,63.23772503,0,1,1,4
1,1,36.51768248,32.86982219,0,0,1,1
1,1,24.62371936,16.89348069,1,0,1,4
3,1.5,90.35308534,94.53385297,1,1,1,2
2,1.333333333,36.97561536,22.60541084,0,1,0,2
2,2,34.81292286,22.74518926,1,0,0,1
2,1.25,69.3917896,7.071607345,0,0,0,1
2,2,18.05966262,5.748258476,0,0,1,2
3,1.5,102.0700269,82.80483405,0,0,0,1
1,1,7.124450691,2.297520215,0,0,1,3
2,1.5,14.20586579,6.786961303,0,0,1,1
1,1,6.998203987,6.671607389,0,0,1,2
1,1,6.285339501,1.323008463,1,0,1,3
2,2,39.45739546,32.50514186,0,0,0,1
1,1,41.72490271,7.170179497,1,0,1,1
2,1.4,81.41290838,25.16602909,0,0,1,2
1,1,14.58998165,0.820886252,1,0,0,3
3,2,53.25938058,47.87773775,1,0,1,4
2,1.5,20.24811178,16.8601774,1,0,0,1
2,1.166666667,141.3676622,92.5663798,1,1,1,4
1,1,13.06772923,2.731644613,0,1,1,1
2,1.5,69.00898161,67.53941614,1,0,1,1
1,1,57.52477316,23.81639247,1,0,1,1
2,1.4,90.5138524,12.95752375,1,1,0,1
4,1.8,103.8752527,109.2429873,0,1,1,2
1,1,3.139332574,2.731332361,0,0,0,1
2,1.666666667,28.53891837,5.820696352,1,1,1,2
5,2.333333333,189.5220438,177.2624159,0,1,1,2
2,1.5,89.74737576,69.82241309,0,0,0,2
1,1,13.79636076,9.150148025,0,0,1,1
3,3,17.83397827,1.33024768,1,0,1,1
2,1.25,34.26598536,36.9634516,0,1,0,1
4,1.5,200.8381833,130.5133105,0,1,1,3
2,1.5,14.15342456,10.96204013,0,1,1,2
5,3,264.358038,103.7667436,1,1,0,1
1,1,9.576356698,0.740281074,0,0,0,1
1,1,39.65297396,10.92345543,0,0,1,1
2,2,30.06698761,10.54871666,0,0,1,1
1,1,14.92650102,13.598834,0,1,1,4
4,2,52.44548731,15.11564687,0,1,1,1
1,1,32.23222899,25.55773889,1,1,1,2
1,1,3.350254967,2.877390342,0,0,1,4
4,2.2,154.1524834,123.1448785,0,0,1,2
2,1.333333333,56.89487572,31.24937193,0,1,1,1
1,1,16.71717721,13.51420684,1,0,0,2
1,1,28.66214221,11.47502543,1,0,1,2
4,2.5,42.81705379,11.56466196,1,0,1,1
2,1.25,28.20299408,21.22888524,0,0,1,2
2,1.5,50.78991423,37.58690904,0,0,1,1
2,1.5,29.54989353,26.40769549,0,1,1,1
1,1,7.825056047,2.27342155,1,0,0,2
1,1,18.88475358,17.5658616,0,1,1,2
2,2,25.46075626,25.6097618,1,1,1,1
1,1,8.40098659,8.765876024,0,0,1,2
1,1,8.956278231,7.069493792,0,0,1,1
4,1.6,152.7554715,44.46020239,1,0,1,1
2,1.666666667,76.16288631,25.09083511,0,0,1,1
1,1,11.04169145,7.050126759,0,0,1,3
1,1,6.338016654,0.80157887,1,1,1,4
1,1,12.83009396,7.582993206,0,0,0,1
