day,state,group_size,homeowner,car_age,car_value,risk_factor,age_oldest,age_youngest,married_couple,C_previous,duration_previous,A,B,C,D,E,F,G,cost
4,MD,1,0,9,f,1.0,49,49,0,4.0,3.0,1,1,3,3,1,2,2,649
4,MD,1,0,9,f,1.0,49,49,0,4.0,3.0,1,1,3,3,1,2,1,647
4,MD,1,0,9,f,1.0,49,49,0,4.0,3.0,1,1,3,3,1,2,1,647
4,AL,2,1,7,e,0.0,57,56,1,0.0,0.0,0,0,1,1,0,0,2,551
4,AL,2,1,1,e,0.0,57,56,1,0.0,0.0,1,1,1,2,1,1,2,696
3,FL,1,1,11,e,1.0,75,75,0,2.0,11.0,1,0,3,3,0,1,3,600
3,FL,1,1,11,e,1.0,75,75,0,2.0,11.0,1,1,3,3,1,1,4,619
3,FL,1,1,11,e,1.0,75,75,0,2.0,11.0,1,1,3,3,1,1,4,619
3,FL,1,1,11,e,1.0,75,75,0,2.0,11.0,1,1,3,3,1,1,4,618
3,FL,1,1,11,e,1.0,75,75,0,2.0,11.0,1,1,3,3,1,1,4,621
1,CO,1,0,17,d,0.0,29,29,0,1.0,13.0,1,0,3,3,0,2,1,621
1,CO,1,0,17,d,0.0,29,29,0,1.0,13.0,1,0,2,3,0,2,1,619
2,ME,1,1,7,d,0.0,47,47,0,3.0,3.0,0,0,2,3,0,0,1,535
2,ME,2,1,7,d,0.0,47,20,0,3.0,3.0,0,0,2,3,0,0,2,578
2,ME,2,1,7,d,0.0,47,20,0,3.0,3.0,2,0,3,3,1,3,2,638
2,ME,2,1,7,d,0.0,47,20,0,3.0,3.0,2,0,3,3,1,3,2,638
2,CO,1,0,16,f,0.0,25,25,0,1.0,0.0,0,1,1,2,0,0,1,582
2,CO,1,0,16,f,0.0,25,25,0,1.0,0.0,0,1,1,2,0,0,1,604
2,CO,1,0,16,f,0.0,25,25,0,1.0,0.0,0,1,1,2,0,0,1,604
2,CO,1,0,16,f,0.0,25,25,0,1.0,0.0,0,1,1,2,0,0,1,604
0,DE,1,0,27,c,3.0,55,55,0,1.0,2.0,0,0,1,1,0,0,4,629
0,DE,1,0,27,c,3.0,55,55,0,1.0,2.0,0,0,1,3,0,0,2,608
0,DE,1,0,27,c,3.0,55,55,0,1.0,2.0,0,0,1,3,0,0,2,617
0,DE,1,0,27,c,3.0,55,55,0,1.0,2.0,0,0,1,3,0,0,2,614
0,DE,1,0,27,c,3.0,55,55,0,1.0,2.0,0,0,1,3,0,0,2,617
1,CO,1,1,18,f,4.0,30,30,0,1.0,2.0,1,1,3,3,0,2,3,662
1,CO,1,1,18,f,4.0,30,30,0,1.0,2.0,0,1,1,3,0,0,3,614
1,ND,1,1,10,d,0.0,62,62,0,2.0,6.0,0,0,3,3,0,0,2,549
1,ND,1,1,10,d,0.0,62,62,0,2.0,6.0,0,0,3,3,0,0,2,559
1,ND,1,1,10,d,0.0,62,62,0,2.0,6.0,0,0,3,3,0,0,2,559
1,ND,1,1,10,d,0.0,62,62,0,2.0,6.0,0,0,3,3,0,0,2,559
1,FL,1,1,3,e,1.0,27,27,0,1.0,5.0,2,1,4,3,1,1,4,679
1,FL,1,1,3,e,3.0,27,27,0,1.0,5.0,2,1,4,3,1,1,3,718
5,FL,1,1,8,d,1.0,75,75,0,3.0,7.0,2,0,1,1,0,3,3,652
5,FL,1,1,8,d,1.0,75,75,0,3.0,7.0,1,0,3,2,0,1,3,686
3,OR,1,1,10,c,1.0,75,75,0,2.0,6.0,1,1,2,2,0,1,2,609
3,OR,1,1,10,c,1.0,75,75,0,2.0,6.0,0,0,1,2,0,0,2,580
3,OR,1,1,10,c,1.0,75,75,0,2.0,6.0,0,0,1,2,0,0,2,573
2,PA,1,0,16,e,4.0,27,27,0,1.0,3.0,1,1,3,3,1,1,3,679
2,PA,1,0,16,e,4.0,27,27,0,1.0,3.0,0,0,1,2,0,0,3,582
2,PA,1,0,16,e,4.0,27,27,0,1.0,3.0,0,0,1,2,0,0,1,581
2,PA,1,0,16,e,4.0,27,27,0,1.0,3.0,0,0,1,2,0,0,1,584
2,PA,1,0,16,e,4.0,27,27,0,1.0,3.0,0,0,1,2,0,0,1,584
2,PA,1,0,16,e,4.0,27,27,0,1.0,3.0,0,0,1,2,0,0,1,584
2,PA,1,0,16,e,4.0,27,27,0,1.0,3.0,0,0,1,2,0,0,2,581
2,NY,1,0,5,g,2.0,45,45,0,2.0,15.0,1,1,2,3,1,0,2,713
2,NY,1,0,5,g,2.0,45,45,0,2.0,15.0,1,1,2,3,1,0,2,713
2,NY,1,0,5,g,2.0,45,45,0,2.0,15.0,1,1,2,3,1,0,2,713
2,NY,3,0,5,g,2.0,45,18,0,2.0,15.0,1,1,2,3,1,0,2,768
2,NM,2,1,2,g,2.0,69,67,1,1.0,15.0,1,0,1,2,0,2,4,625
2,NM,2,1,2,g,2.0,69,67,1,1.0,15.0,1,1,1,2,1,2,3,630
2,FL,2,1,6,g,1.0,69,62,1,3.0,15.0,1,1,3,3,1,1,3,592
2,FL,2,1,6,g,1.0,69,62,1,3.0,15.0,1,0,3,3,0,1,3,588
0,NV,2,1,7,e,0.0,24,21,1,1.0,8.0,0,0,1,1,0,0,3,648
0,NV,2,1,7,e,0.0,24,21,0,1.0,6.0,2,1,1,1,1,2,3,687
2,NY,3,1,20,e,1.0,75,47,1,3.0,15.0,0,0,3,2,0,0,2,635
2,NY,3,1,20,e,1.0,75,47,1,3.0,15.0,0,0,4,3,0,0,2,639
2,NY,3,1,20,e,1.0,75,47,1,3.0,15.0,0,0,4,3,0,0,2,647
2,NY,3,1,20,e,1.0,75,47,1,3.0,15.0,0,0,3,3,0,0,2,635
2,NY,3,1,20,e,1.0,75,47,1,3.0,15.0,0,0,3,3,0,0,2,635
2,NY,3,1,20,e,1.0,75,47,1,3.0,15.0,0,0,3,3,0,0,2,635
0,PA,2,1,13,g,1.0,63,21,0,4.0,15.0,1,0,1,3,0,1,1,596
0,PA,2,1,13,g,1.0,63,21,0,4.0,15.0,1,0,4,3,1,1,3,640
1,AL,2,1,1,f,0.0,56,44,1,3.0,7.0,1,1,3,2,1,1,2,631
1,AL,2,1,1,f,0.0,56,44,1,3.0,7.0,1,1,3,2,0,2,2,627
1,FL,2,0,2,d,3.0,25,24,1,2.0,10.0,0,0,1,2,0,0,3,617
1,FL,2,0,2,d,3.0,25,24,1,2.0,10.0,1,1,2,3,1,2,3,659
1,FL,2,0,2,d,3.0,25,24,1,2.0,10.0,1,1,2,3,1,2,3,659
1,FL,2,0,2,d,3.0,25,24,1,2.0,10.0,2,0,2,3,0,2,3,635
1,FL,2,0,2,d,3.0,25,24,1,2.0,10.0,2,0,2,3,0,2,3,641
1,FL,2,0,2,d,3.0,25,24,1,2.0,10.0,2,0,2,3,0,2,3,630
3,NY,1,1,11,h,2.0,60,60,0,3.0,10.0,1,0,3,3,1,0,2,621
3,NY,1,1,11,h,2.0,60,60,0,3.0,10.0,1,0,3,3,1,0,2,628
2,NE,1,1,2,e,0.0,44,44,0,3.0,2.0,2,1,3,3,1,2,2,631
2,NE,1,1,2,e,0.0,44,44,0,3.0,2.0,2,1,3,3,1,2,2,638
2,GA,1,1,6,f,2.0,46,46,0,3.0,15.0,0,0,3,2,0,0,4,550
2,GA,1,1,6,f,2.0,46,46,0,3.0,15.0,1,1,3,2,1,1,2,612
1,FL,1,0,8,c,1.0,58,58,0,3.0,5.0,1,0,3,3,1,2,4,628
1,FL,1,0,8,c,1.0,58,58,0,3.0,5.0,1,0,3,3,1,2,4,628
1,NY,1,1,1,f,1.0,42,42,0,3.0,13.0,1,0,3,2,1,0,2,636
1,NY,1,1,1,f,1.0,42,42,0,3.0,13.0,1,0,3,2,1,0,2,640
1,NY,1,1,1,f,1.0,42,42,0,3.0,13.0,1,0,3,2,1,0,2,644
1,NY,1,1,12,f,2.0,45,45,0,3.0,1.0,1,0,3,3,0,0,1,681
1,NY,1,1,12,f,2.0,45,45,0,3.0,1.0,1,0,3,3,0,0,1,681
1,NY,1,1,12,f,2.0,45,45,0,3.0,1.0,1,0,3,3,0,0,1,682
4,NY,1,0,9,e,4.0,56,56,0,1.0,1.0,1,0,2,3,0,0,2,677
4,NY,1,0,9,e,4.0,56,56,0,1.0,1.0,1,0,1,1,0,0,2,682
4,NY,1,0,9,e,4.0,56,56,0,1.0,1.0,1,0,1,1,0,0,2,687
1,NV,2,0,13,g,3.0,63,16,1,2.0,15.0,1,0,2,2,0,1,4,626
1,NV,2,0,13,g,3.0,63,16,1,2.0,15.0,1,0,2,2,0,1,4,633
3,FL,2,1,15,d,4.0,57,52,1,3.0,8.0,1,1,3,3,1,2,3,683
3,FL,2,1,15,d,4.0,57,52,1,3.0,8.0,0,0,3,3,0,0,3,627
3,FL,2,1,15,d,4.0,57,52,1,3.0,8.0,0,0,3,3,0,0,3,672
3,FL,2,1,15,d,4.0,57,52,1,3.0,8.0,0,0,3,3,0,0,3,670
4,NY,1,0,1,g,2.0,24,24,0,4.0,1.0,1,1,4,3,1,0,4,745
4,NY,1,0,1,g,2.0,24,24,0,4.0,1.0,1,1,4,3,1,0,2,732
2,ID,1,1,13,e,1.0,60,60,0,2.0,0.0,1,1,3,3,1,2,2,585
2,ID,1,1,13,e,1.0,60,60,0,2.0,0.0,0,1,2,2,0,0,2,527
0,NH,1,0,1,g,0.0,42,42,0,0.0,0.0,1,0,3,2,1,2,1,728
0,NH,1,0,1,g,0.0,42,42,0,0.0,0.0,1,0,1,2,1,2,1,727
3,WI,1,0,2,e,0.0,23,23,0,0.0,0.0,0,0,1,1,0,0,4,519
3,WI,1,0,2,e,0.0,23,23,0,0.0,0.0,2,1,3,3,1,1,4,614
3,WI,1,0,2,f,0.0,23,23,0,0.0,0.0,2,1,3,3,1,1,4,614
3,KY,1,0,9,e,0.0,61,61,0,1.0,2.0,1,1,1,1,1,2,1,685
3,KY,1,0,9,e,0.0,61,61,0,1.0,2.0,0,0,1,1,0,2,1,669
3,KY,1,0,9,e,0.0,61,61,0,1.0,2.0,0,0,1,1,0,2,1,669
3,KY,1,0,9,e,0.0,61,61,0,1.0,2.0,0,0,1,1,0,2,1,679
3,KY,1,0,9,e,0.0,61,61,0,1.0,2.0,0,0,1,1,0,2,1,669
3,KY,1,0,9,e,0.0,61,61,0,1.0,2.0,0,0,1,1,0,2,1,679
4,NY,1,0,8,f,1.0,49,49,0,1.0,8.0,1,1,1,1,1,0,2,620
4,NY,1,0,8,f,1.0,49,49,0,1.0,8.0,1,1,1,1,1,0,2,620
4,NY,1,0,8,f,1.0,49,49,0,1.0,8.0,1,1,1,1,1,0,2,604
4,NY,1,1,11,e,1.0,68,68,0,2.0,15.0,0,0,3,3,0,0,2,564
4,NY,1,1,11,e,1.0,68,68,0,2.0,15.0,1,0,3,3,1,0,2,621
0,PA,3,1,11,h,0.0,47,18,1,3.0,2.0,1,1,3,3,1,2,2,687
0,PA,3,1,11,h,0.0,47,18,1,3.0,2.0,1,0,3,3,1,1,2,689
3,PA,2,1,12,e,0.0,47,20,0,1.0,0.0,1,0,1,3,0,1,2,687
3,PA,2,1,12,e,0.0,47,20,0,1.0,0.0,1,0,1,3,0,1,2,687
2,MD,1,0,1,f,0.0,36,36,0,4.0,1.0,1,1,4,3,0,1,2,622
2,MD,1,0,1,f,4.0,36,36,0,4.0,1.0,1,1,4,3,0,1,2,643
2,NM,1,1,3,e,4.0,52,52,0,1.0,15.0,2,0,1,1,0,3,3,605
2,NM,1,1,3,e,4.0,52,52,0,1.0,15.0,2,0,1,1,0,3,3,611
2,NM,1,1,3,e,4.0,52,52,0,1.0,15.0,2,0,1,1,0,3,3,611
2,NM,1,1,3,e,4.0,52,52,0,1.0,15.0,2,0,1,1,0,3,3,611
2,NM,1,1,3,e,4.0,52,52,0,1.0,15.0,2,0,1,1,0,3,3,611
2,NM,1,1,3,e,4.0,52,52,0,1.0,15.0,2,0,1,1,0,3,3,611
2,UT,1,1,4,e,2.0,75,75,0,2.0,1.0,1,0,1,3,0,2,1,610
2,UT,1,1,4,e,2.0,75,75,0,2.0,1.0,1,1,2,3,1,1,2,622
2,UT,1,1,4,e,2.0,75,75,0,2.0,1.0,1,1,2,3,1,1,2,633
2,WA,2,1,0,g,4.0,38,36,1,3.0,15.0,1,1,1,1,0,2,2,675
2,WA,2,1,0,g,4.0,38,36,1,3.0,15.0,2,0,3,3,0,3,2,666
2,WA,2,1,0,g,4.0,38,36,1,3.0,15.0,2,0,3,3,0,3,2,666
2,WA,2,1,0,g,4.0,38,36,1,3.0,15.0,2,0,3,3,0,3,2,581
2,WA,2,1,0,g,4.0,38,36,1,3.0,15.0,2,0,3,3,0,3,2,585
1,PA,1,1,16,f,1.0,64,64,0,3.0,1.0,1,0,3,3,0,1,1,560
1,PA,1,1,16,f,1.0,64,64,0,3.0,1.0,1,0,3,3,1,2,3,575
1,PA,1,1,16,f,1.0,64,64,0,3.0,1.0,1,0,3,3,1,2,2,582
1,PA,1,1,16,f,1.0,64,64,0,3.0,1.0,1,0,3,3,1,2,3,587
1,PA,1,1,16,f,1.0,64,64,0,3.0,1.0,1,0,3,3,1,2,3,578
3,FL,1,1,15,e,0.0,75,75,0,0.0,0.0,1,0,3,3,0,2,3,622
3,FL,1,1,15,e,0.0,75,75,0,0.0,0.0,1,0,3,3,0,2,3,622
2,NM,1,1,2,e,0.0,32,32,0,3.0,9.0,2,0,1,2,0,3,2,596
2,NM,1,1,2,e,0.0,32,32,0,3.0,9.0,2,0,1,2,0,3,2,607
2,NM,1,1,2,e,0.0,32,32,0,3.0,9.0,2,0,1,2,0,3,2,612
2,NM,1,1,2,e,0.0,32,32,0,3.0,9.0,2,0,1,2,0,3,2,612
0,AL,1,0,39,a,0.0,71,71,0,2.0,15.0,1,1,2,2,1,2,1,667
0,AL,1,0,39,a,0.0,71,71,0,2.0,15.0,1,1,2,2,1,2,1,683
0,AL,1,0,39,a,0.0,71,71,0,2.0,15.0,1,1,2,2,1,2,1,683
0,AL,1,0,39,a,0.0,71,71,0,2.0,15.0,0,1,1,2,0,0,1,617
0,AL,1,0,39,a,0.0,71,71,0,2.0,15.0,0,1,1,2,0,0,1,617
0,AL,1,0,39,a,0.0,71,71,0,2.0,15.0,0,1,1,2,0,0,2,618
1,MO,1,1,3,g,4.0,32,32,0,3.0,8.0,1,0,1,1,0,2,2,579
1,MO,1,1,3,g,4.0,32,32,0,3.0,8.0,1,0,3,3,0,1,2,575
1,MO,1,1,3,g,4.0,32,32,0,3.0,8.0,1,0,3,3,0,1,2,575
1,FL,2,1,4,e,3.0,59,52,1,3.0,3.0,1,0,1,2,0,1,3,621
1,FL,2,1,4,e,3.0,59,52,1,3.0,3.0,1,0,3,3,0,1,3,624
1,FL,2,1,4,e,3.0,59,52,1,3.0,3.0,1,1,3,2,1,2,2,649
2,OH,1,1,12,f,0.0,45,45,0,1.0,10.0,1,0,1,1,0,1,2,646
2,OH,1,1,12,f,0.0,45,45,0,1.0,10.0,1,0,2,3,0,1,2,665
2,OH,1,1,12,f,0.0,45,45,0,1.0,10.0,0,0,2,3,0,1,3,581
2,OH,1,1,12,f,0.0,45,45,0,1.0,10.0,1,1,2,3,1,1,3,623
1,CT,1,0,5,f,0.0,29,29,0,0.0,0.0,1,0,3,3,1,0,1,617
1,CT,1,0,5,f,0.0,29,29,0,4.0,2.0,1,0,3,3,1,0,1,668
1,CT,1,0,5,f,0.0,29,29,0,4.0,2.0,1,0,3,3,1,0,1,677
1,CT,1,0,5,f,0.0,29,29,0,4.0,2.0,1,0,3,3,1,0,1,677
1,CT,1,0,5,f,0.0,29,29,0,4.0,2.0,1,0,3,3,1,0,1,677
2,UT,2,1,9,g,0.0,38,36,1,3.0,2.0,1,0,1,3,0,2,1,585
2,UT,2,1,9,g,0.0,38,36,1,3.0,2.0,1,0,1,3,0,2,1,591
2,UT,2,1,9,g,0.0,38,36,1,3.0,2.0,1,0,3,3,0,1,1,605
2,UT,2,1,9,g,0.0,38,36,1,3.0,2.0,1,0,3,3,0,1,1,605
2,UT,2,1,9,g,0.0,38,36,1,3.0,2.0,1,0,3,3,0,1,1,605
2,UT,2,1,9,g,0.0,38,36,1,3.0,2.0,1,0,3,3,0,1,1,605
2,OH,1,1,6,d,4.0,31,31,0,2.0,15.0,1,0,3,3,0,1,3,605
2,OH,1,1,6,d,4.0,31,31,0,2.0,15.0,1,0,2,3,0,1,3,606
0,NY,1,1,21,d,2.0,23,23,0,3.0,6.0,0,0,3,3,0,0,4,635
0,NY,1,1,21,d,2.0,23,23,0,3.0,6.0,0,0,3,3,0,0,4,635
4,NY,1,0,0,e,3.0,23,23,0,4.0,4.0,1,1,3,3,1,0,1,657
4,NY,1,0,0,e,3.0,23,23,0,4.0,4.0,1,1,3,3,1,0,1,661
4,NY,1,0,0,e,3.0,23,23,0,4.0,4.0,1,1,3,3,1,0,1,661
4,NY,1,0,0,e,3.0,23,23,0,4.0,4.0,1,1,3,3,1,0,1,661
4,NY,1,0,0,e,3.0,23,23,0,4.0,4.0,1,1,3,3,1,0,1,659
4,NY,1,0,0,e,3.0,23,23,0,4.0,4.0,1,1,3,3,1,0,1,659
4,NY,1,0,0,e,3.0,23,23,0,4.0,4.0,1,1,3,3,1,0,1,659
4,FL,1,1,3,h,4.0,67,67,0,3.0,5.0,1,1,3,3,1,2,3,695
4,FL,1,1,3,h,4.0,67,67,0,3.0,5.0,1,0,3,3,0,1,3,691
4,FL,1,1,3,h,4.0,67,67,0,3.0,5.0,1,0,3,3,0,1,3,699
4,FL,1,1,3,h,4.0,67,67,0,3.0,5.0,1,0,3,3,0,1,3,684
4,FL,1,1,3,h,4.0,67,67,0,3.0,5.0,1,0,3,3,0,1,3,684
0,PA,1,1,2,e,3.0,33,33,0,4.0,10.0,1,1,3,3,1,2,1,600
0,PA,1,1,2,e,3.0,33,33,0,4.0,10.0,1,1,3,3,1,2,1,594
0,PA,1,1,2,e,3.0,33,33,0,4.0,10.0,1,1,3,3,1,2,1,594
0,PA,1,1,2,e,3.0,33,33,0,4.0,10.0,1,1,3,3,1,2,1,594
1,MO,1,1,9,e,0.0,40,40,0,2.0,3.0,1,0,3,3,0,2,1,624
1,MO,1,1,9,e,0.0,40,40,0,2.0,3.0,1,0,3,3,0,2,1,624
1,MO,1,1,9,e,0.0,40,40,0,2.0,3.0,1,1,3,3,1,2,1,628
3,MD,1,0,14,d,4.0,61,61,0,1.0,6.0,1,1,3,3,1,2,1,650
3,MD,1,0,14,d,4.0,61,61,0,1.0,6.0,0,0,3,3,0,0,3,615
0,OH,1,0,11,e,2.0,36,36,0,3.0,15.0,1,0,1,1,0,2,3,558
0,OH,1,0,11,e,2.0,36,36,0,3.0,15.0,1,0,1,1,0,2,3,558
0,OH,1,0,11,e,2.0,36,36,0,3.0,15.0,1,0,3,3,0,2,3,566
0,OH,1,0,11,e,2.0,36,36,0,3.0,15.0,1,0,3,3,0,2,3,576
0,OH,1,0,11,e,2.0,36,36,0,3.0,15.0,1,1,3,3,1,2,3,583
0,OH,1,0,11,e,2.0,36,36,0,3.0,15.0,1,1,3,3,1,2,3,583
0,OH,1,0,11,e,2.0,36,36,0,3.0,15.0,1,1,3,3,1,2,3,583
3,TN,1,1,7,f,3.0,59,59,0,3.0,14.0,1,1,1,2,1,1,1,595
3,TN,1,1,7,f,3.0,59,59,0,3.0,14.0,1,1,3,2,1,2,1,605
3,TN,1,1,7,f,3.0,59,59,0,3.0,14.0,1,1,3,2,1,2,1,613
0,FL,1,1,6,f,1.0,75,75,0,1.0,15.0,1,0,1,1,1,2,3,643
0,FL,1,1,6,f,1.0,75,75,0,1.0,15.0,1,0,1,1,1,2,3,643
0,FL,1,1,6,f,1.0,75,75,0,1.0,15.0,1,0,1,1,1,2,3,643
3,WV,1,1,11,e,0.0,47,47,0,1.0,5.0,1,1,3,3,1,2,3,694
3,WV,1,1,11,e,0.0,47,47,0,1.0,5.0,0,1,1,1,0,0,3,621
1,IN,1,0,15,e,4.0,40,40,0,0.0,0.0,0,1,2,1,0,0,2,599
1,IN,1,0,15,e,4.0,40,40,0,0.0,0.0,0,1,2,1,0,0,4,588
2,KY,1,1,2,e,0.0,28,28,0,4.0,13.0,1,0,2,3,0,2,1,648
2,KY,1,1,2,e,0.0,28,28,0,4.0,13.0,1,0,2,3,0,2,1,650
2,KY,1,1,2,e,0.0,28,28,0,4.0,13.0,1,0,2,3,0,2,1,650
2,KY,1,1,2,e,0.0,28,28,0,4.0,13.0,1,0,2,3,0,2,1,650
2,KY,1,1,2,e,0.0,28,28,0,4.0,13.0,1,0,2,3,0,2,1,650
0,DC,2,1,10,g,4.0,67,61,1,3.0,5.0,1,1,3,3,1,2,4,632
0,DC,2,1,10,g,4.0,67,61,1,3.0,5.0,1,1,3,3,1,2,4,632
2,NY,1,1,22,d,2.0,68,68,0,4.0,10.0,1,0,3,3,0,0,1,634
2,NY,1,1,22,d,2.0,68,68,0,4.0,10.0,0,0,1,2,0,0,1,579
3,NY,1,1,8,g,3.0,56,56,0,1.0,9.0,1,1,3,3,1,0,1,702
3,NY,1,1,8,g,3.0,56,56,0,1.0,9.0,1,1,3,3,1,0,1,702
1,KS,2,1,6,g,0.0,62,35,1,4.0,2.0,1,1,3,3,0,2,3,645
1,KS,2,1,6,g,0.0,62,35,1,4.0,2.0,1,0,3,3,1,2,2,636
1,KS,2,1,6,g,0.0,62,35,1,4.0,2.0,1,0,4,3,1,2,2,647
1,KS,2,1,6,g,0.0,62,35,1,4.0,2.0,1,0,4,3,1,2,2,647
1,KS,2,1,6,g,0.0,62,35,1,4.0,2.0,1,0,4,3,1,2,2,655
2,FL,1,1,3,h,2.0,56,56,0,4.0,14.0,1,0,4,3,1,2,3,619
2,FL,1,1,3,h,2.0,56,56,0,4.0,14.0,1,0,4,3,1,2,3,619
2,NY,1,1,29,h,1.0,65,65,0,4.0,8.0,1,1,4,3,1,0,2,653
2,NY,1,1,29,h,1.0,65,65,0,4.0,8.0,1,1,4,3,1,0,2,653
3,ME,1,0,10,e,0.0,44,44,0,2.0,3.0,1,0,3,3,1,1,1,622
3,ME,1,0,10,e,0.0,44,44,0,2.0,3.0,1,0,3,3,1,1,1,635
3,WI,1,0,5,d,0.0,23,23,0,3.0,1.0,0,0,1,1,0,0,4,521
3,WI,1,0,5,d,0.0,23,23,0,3.0,1.0,2,1,1,2,0,2,2,598
3,WI,1,0,5,d,0.0,23,23,0,3.0,1.0,2,1,1,2,0,2,2,598
3,WI,1,0,5,d,0.0,23,23,0,3.0,1.0,2,1,1,2,0,2,2,598
3,PA,1,1,1,e,0.0,56,56,0,3.0,3.0,0,0,1,3,0,0,1,600
3,PA,1,1,1,e,0.0,56,56,0,3.0,3.0,0,0,1,3,0,0,1,600
3,PA,1,1,1,e,0.0,56,56,0,3.0,3.0,1,0,2,3,0,2,1,658
3,PA,1,1,1,e,0.0,56,56,0,3.0,3.0,1,0,2,3,0,2,1,649
3,PA,1,1,1,e,0.0,56,56,0,3.0,3.0,1,0,2,3,0,2,2,655
1,OH,1,0,13,e,0.0,27,27,0,3.0,3.0,1,1,3,3,0,2,2,652
1,OH,1,0,13,e,0.0,27,27,0,3.0,3.0,0,1,1,2,0,0,3,599
1,OH,1,0,13,e,0.0,27,27,0,3.0,3.0,0,1,1,2,0,0,3,599
3,NY,1,0,10,f,2.0,55,55,0,3.0,13.0,1,1,2,2,1,0,2,652
3,NY,1,0,10,f,2.0,55,55,0,3.0,13.0,1,1,1,2,1,0,2,652
3,NY,1,0,10,f,2.0,55,55,0,3.0,13.0,1,1,1,2,1,0,2,652
3,NY,1,0,10,f,2.0,55,55,0,3.0,13.0,1,1,1,2,1,0,2,656
3,NY,1,0,10,f,2.0,55,55,0,3.0,13.0,1,1,1,2,1,0,2,656
0,FL,2,1,1,f,1.0,64,58,1,3.0,3.0,1,1,3,3,1,2,4,618
0,FL,2,1,1,f,1.0,64,58,1,1.0,3.0,1,0,4,3,1,2,2,683
0,FL,2,1,1,f,1.0,64,58,1,3.0,3.0,1,0,4,3,1,2,3,616
0,FL,2,1,1,f,1.0,64,58,1,3.0,3.0,1,0,4,3,1,2,3,616
0,FL,2,1,1,g,1.0,64,58,1,3.0,3.0,1,0,4,3,1,2,3,614
0,NY,1,1,1,h,1.0,67,67,0,3.0,15.0,1,0,3,3,0,0,2,612
0,NY,1,1,1,h,1.0,67,67,0,3.0,15.0,1,0,3,3,0,0,2,616
0,NY,1,1,1,h,1.0,67,67,0,3.0,15.0,1,0,3,3,0,0,2,613
0,NY,1,1,1,h,1.0,67,67,0,3.0,15.0,1,0,3,3,0,0,2,613
0,NY,1,1,1,h,1.0,67,67,0,3.0,15.0,1,0,3,3,0,0,2,613
2,UT,3,1,19,d,3.0,45,16,1,3.0,11.0,1,0,1,1,0,1,2,602
2,UT,3,1,19,d,3.0,45,16,1,3.0,11.0,0,0,1,1,0,0,2,553
2,UT,3,1,19,d,3.0,45,16,1,3.0,11.0,0,0,1,1,0,0,2,557
2,UT,3,1,19,d,3.0,45,16,1,3.0,11.0,0,0,2,2,0,0,2,565
2,IN,2,0,3,e,4.0,63,58,1,2.0,15.0,2,0,2,2,0,3,1,602
2,IN,2,0,3,e,4.0,63,58,1,2.0,15.0,1,0,2,2,0,2,1,622
0,TN,2,0,8,d,0.0,52,30,0,0.0,0.0,0,0,1,1,0,0,2,568
0,TN,2,0,8,d,0.0,52,30,0,1.0,5.0,0,0,1,1,0,0,2,576
0,TN,2,0,8,d,0.0,52,30,0,1.0,5.0,2,1,1,1,0,3,2,622
0,TN,2,0,8,d,0.0,52,30,0,1.0,5.0,2,1,1,1,0,3,2,634
4,WA,2,0,2,c,0.0,26,26,1,1.0,3.0,1,0,1,1,0,2,1,623
4,WA,2,0,2,c,0.0,26,26,1,1.0,3.0,2,1,1,1,0,3,1,618
4,WA,2,0,2,c,0.0,26,26,1,1.0,3.0,2,1,2,3,0,3,1,630
4,NY,1,0,3,f,3.0,23,23,0,3.0,7.0,2,1,3,3,1,0,1,696
4,NY,1,0,3,f,3.0,23,23,0,3.0,7.0,2,1,3,3,1,0,2,699
4,NY,1,0,3,f,3.0,23,23,0,3.0,7.0,2,1,3,3,1,0,2,699
4,NY,1,0,3,f,3.0,23,23,0,3.0,7.0,2,0,3,3,1,0,2,701
3,DE,1,1,13,c,3.0,66,66,0,3.0,15.0,0,0,1,1,0,0,4,571
3,DE,1,1,13,c,3.0,66,66,0,3.0,15.0,1,1,3,3,1,2,4,631
3,TN,1,0,6,e,4.0,32,32,0,3.0,1.0,1,1,3,3,1,1,2,705
3,TN,1,0,6,e,4.0,32,32,0,3.0,1.0,1,1,3,3,1,1,2,705
3,TN,1,0,6,e,4.0,32,32,0,3.0,1.0,1,1,3,3,1,1,2,710
3,TN,1,0,6,e,4.0,32,32,0,3.0,1.0,1,1,3,3,1,1,2,705
2,NY,2,1,3,g,2.0,70,64,1,3.0,6.0,1,1,3,3,1,0,4,642
2,NY,2,1,3,g,2.0,70,64,1,3.0,6.0,1,1,3,3,1,0,2,633
3,IN,1,0,14,e,3.0,21,21,0,3.0,2.0,0,1,3,3,0,0,2,599
3,IN,1,0,14,e,3.0,21,21,0,3.0,2.0,0,1,3,3,0,0,1,603
3,PA,1,1,1,g,4.0,45,45,0,2.0,11.0,1,0,2,2,1,1,4,638
3,PA,1,1,1,g,4.0,45,45,0,2.0,11.0,2,0,2,2,1,2,3,641
3,PA,1,1,1,g,4.0,45,45,0,2.0,11.0,2,0,2,2,1,2,3,645
0,MD,1,1,7,f,1.0,69,69,0,2.0,13.0,0,0,1,1,0,0,1,609
0,MD,1,1,7,f,1.0,69,69,0,2.0,13.0,0,0,2,2,0,0,2,622
0,FL,2,1,8,e,1.0,75,70,1,1.0,15.0,1,1,1,3,0,2,4,590
