price,lotSize,age,landValue,livingArea,pctCollege,bedrooms,fireplaces,bathrooms,rooms,heating,fuel,sewer,waterfront,newConstruction,centralAir
0.33085,0.46,0,89600,2515,57,4,1,2.5,8,hot air,gas,public/commercial,No,No,No
0.248495,0.63,0,98500,2294,57,4,1,2.5,11,hot air,gas,public/commercial,No,No,Yes
0.12,0.26,123,63300,1744,57,4,0,1,6,hot air,gas,public/commercial,No,No,No
0.24,0.48,0,90800,2022,57,3,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
0.235,0.22,34,72000,1578,57,3,0,2,8,hot water/steam,gas,public/commercial,No,No,Yes
0.500075,0.91,0,239300,3400,57,3,0,3,12,hot air,gas,public/commercial,Yes,No,Yes
0.24,0.07,13,48200,1744,57,3,1,2.5,6,hot air,gas,public/commercial,No,No,Yes
0.27,0.46,0,89600,2560,57,3,1,2.5,9,hot air,gas,public/commercial,No,No,Yes
0.225,0.12,51,89000,1398,57,3,0,2.5,4,hot air,gas,public/commercial,No,No,Yes
0.28,0.16,0,62600,2494,57,3,0,2.5,8,hot air,gas,public/commercial,No,No,Yes
0.225,0.48,27,57800,2208,57,4,2,2.5,11,hot air,gas,public/commercial,No,No,Yes
0.24822,0.46,0,89600,2550,57,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
0.275,0.03,16,27000,1812,57,2,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
0.137,0.12,50,89000,1290,57,2,0,1,3,hot water/steam,gas,public/commercial,No,No,No
0.15,0.14,16,52200,1172,57,2,0,2,3,hot air,gas,public/commercial,No,No,No
0.649,1.04,10,192900,4128,57,3,2,3.5,12,hot air,gas,septic,No,No,Yes
0.195,0.49,17,64400,1816,57,3,1,2.5,5,electric,electric,public/commercial,No,No,Yes
0.3732,0.65,4,99500,2628,57,4,1,2.5,8,hot air,gas,public/commercial,No,No,No
0.16945,0.15,0,36000,1254,57,3,1,2.5,4,hot air,gas,public/commercial,No,No,Yes
0.1442,0.15,113,54000,1660,57,4,1,1.5,9,hot air,gas,public/commercial,No,No,No
0.1899,0.5,43,73500,1850,57,3,1,1.5,7,hot air,gas,public/commercial,No,No,No
0.166,0.14,0,35200,1258,57,3,0,2,8,hot air,gas,public/commercial,No,No,Yes
0.16,0.23,0,42400,1219,57,3,0,2,5,hot air,gas,public/commercial,No,No,Yes
0.327355,0.14,14,59400,1850,57,3,1,2.5,6,hot air,gas,public/commercial,No,No,Yes
0.247,0.29,9,52400,2103,57,3,0,2.5,7,hot air,gas,public/commercial,No,No,No
0.318,0.23,3,73800,1806,57,3,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
0.341,0.23,52,250000,1674,57,2,1,1.5,4,hot water/steam,gas,public/commercial,No,No,No
0.28865,0.08,0,49800,2242,57,3,0,2.5,10,hot air,gas,public/commercial,No,No,Yes
0.157,0.03,103,27000,1408,57,3,0,1.5,4,hot air,gas,public/commercial,No,No,No
0.449,1,20,124800,3457,57,3,2,2.5,12,electric,electric,septic,No,No,Yes
0.142,0.16,28,50400,1728,57,3,0,1.5,6,hot air,gas,public/commercial,No,No,No
0.389,1,16,125900,2354,57,3,2,2.5,6,electric,electric,septic,No,No,Yes
0.476,0.42,4,87200,2246,57,3,1,2.5,9,hot air,gas,public/commercial,No,No,Yes
0.24923,0.18,0,119700,1902,57,2,1,2.5,4,hot air,gas,public/commercial,No,No,Yes
0.1399,0.3,30,53000,1178,57,3,0,1,7,hot air,gas,public/commercial,No,No,No
0.3019,0.73,0,103500,2896,57,4,1,3.5,11,hot air,gas,public/commercial,No,No,Yes
0.425,1.03,24,124800,2457,57,3,1,3,9,hot air,gas,public/commercial,No,No,Yes
0.121,0.25,32,50000,936,57,3,0,1,8,hot air,gas,public/commercial,No,No,No
0.15,0.19,123,103000,934,57,2,0,1,7,hot water/steam,gas,public/commercial,No,No,No
0.138,0.29,30,52400,1279,57,3,1,1,6,hot air,gas,public/commercial,No,No,No
0.1999,0.39,6,69400,1888,57,3,0,2,5,hot water/steam,gas,septic,No,No,No
0.145,0.27,33,63700,1686,57,4,1,1.5,7,hot air,gas,public/commercial,No,No,No
0.465,0.25,22,61000,2310,57,2,1,3,7,hot air,gas,public/commercial,No,No,Yes
0.158,0.32,1,48200,1200,57,3,0,1.5,4,hot air,gas,public/commercial,No,No,Yes
0.375,0.27,50,78800,1944,57,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
0.147783,0.36,51,50600,1184,57,3,0,1,5,electric,electric,septic,No,No,No
0.339,0.36,3,83600,2000,57,3,1,2.5,5,hot air,gas,public/commercial,No,No,Yes
0.267,0.07,14,48200,1744,57,3,1,2.5,9,hot air,gas,public/commercial,No,No,Yes
0.29,0.12,3,108300,1620,57,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
0.271295,0.35,1,67000,2359,57,4,0,2.5,11,hot air,gas,public/commercial,No,No,Yes
0.27814,0.62,1,98000,2230,57,3,0,2.5,10,hot air,gas,public/commercial,No,No,Yes
0.138,0.07,94,46800,1147,57,2,0,1.5,3,hot air,gas,public/commercial,No,No,No
0.3675,0.27,2,78200,2205,57,3,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
0.4285,0.42,4,87200,3243,57,4,0,2.5,11,hot air,gas,public/commercial,No,No,Yes
0.14,0.48,34,57800,1431,57,3,0,1.5,5,hot air,gas,public/commercial,No,No,No
0.14,0.36,35,56600,936,57,3,0,1,7,hot air,gas,public/commercial,No,No,No
0.145,0.3,33,53000,1368,57,3,0,1.5,7,hot air,gas,public/commercial,No,No,Yes
0.28,0.07,16,48200,1800,57,3,1,2.5,8,hot air,electric,public/commercial,No,No,Yes
0.1904,0.17,16,49500,1920,57,3,1,1.5,9,hot air,gas,public/commercial,No,No,No
0.267,0.11,83,87000,1416,57,3,0,2,7,hot water/steam,gas,public/commercial,No,No,No
0.1649,0.14,77,93000,616,57,2,0,1,5,hot air,gas,public/commercial,No,No,No
0.28,0.1,79,85000,1488,57,4,0,1.5,5,hot air,gas,public/commercial,No,No,No
0.225,0.11,84,87000,1320,57,3,1,1.5,6,hot air,oil,public/commercial,No,No,No
0.148,0.06,18,45800,1250,57,2,0,1.5,5,hot air,gas,public/commercial,No,No,Yes
0.165,0.32,32,54200,1286,57,3,1,1,6,hot air,gas,public/commercial,No,No,Yes
0.340455,0.38,0,84800,2886,57,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
0.133,0.42,36,60200,1279,57,3,1,1,4,hot air,gas,public/commercial,No,No,No
0.11554,0.2,104,56700,1074,57,3,0,1,7,hot air,gas,public/commercial,No,No,No
0.24,0.58,52,78300,1304,57,3,1,1,4,hot water/steam,gas,septic,No,No,No
0.6,0.04,17,36000,3191,57,3,2,3.5,12,hot air,gas,public/commercial,No,No,Yes
0.0715,0.3,44,64700,1056,57,3,0,1,5,hot water/steam,gas,public/commercial,No,No,No
0.1899,0.03,18,19200,1468,57,3,1,2.5,4,hot air,gas,public/commercial,No,No,Yes
0.325,0.08,115,81000,1598,57,3,0,1.5,6,hot water/steam,gas,public/commercial,No,No,No
0.28,0.14,84,93000,1160,57,3,0,1.5,4,hot water/steam,gas,public/commercial,No,No,No
0.255,0.12,104,89000,1028,57,2,0,1,5,hot air,gas,public/commercial,No,No,No
0.3,0.2,104,105000,2014,57,6,0,1,11,hot water/steam,gas,public/commercial,No,No,No
0.106,0.48,34,63800,1296,57,3,0,1,7,hot air,gas,public/commercial,No,No,No
0.139,0.27,56,62500,932,57,2,0,1,3,hot air,gas,public/commercial,No,No,No
0.165,0.06,15,45800,1290,57,3,1,1.5,5,hot air,gas,public/commercial,No,No,No
0.169,0.17,19,37600,1448,57,2,0,1.5,5,hot air,gas,public/commercial,No,No,No
0.1594,0.24,29,49100,1368,57,3,0,1,5,hot air,gas,public/commercial,No,No,No
0.3,0.87,25,90800,3046,57,4,1,1.5,11,hot water/steam,gas,septic,No,No,No
0.161,0.23,32,48200,1272,57,3,0,1.5,8,hot air,gas,public/commercial,No,No,No
0.2305,0.59,18,69500,1822,57,4,0,2.5,6,hot air,gas,public/commercial,No,No,Yes
0.22,0.41,31,105700,1579,57,4,0,1.5,6,hot air,gas,public/commercial,No,No,Yes
0.1779,0.29,32,52400,1660,57,4,1,1.5,7,hot air,gas,public/commercial,No,No,No
0.35,0.32,36,144900,2452,57,3,1,2.5,10,hot water/steam,oil,public/commercial,No,No,No
0.335,0.14,94,50200,2004,57,3,0,2,9,hot air,gas,public/commercial,No,No,Yes
0.597185,1.07,0,193200,4210,57,4,1,3.5,12,hot air,gas,septic,No,No,Yes
0.173,0.33,32,54800,1640,57,4,0,1.5,9,hot air,gas,public/commercial,No,No,Yes
0.518,0.17,144,99000,2847,57,3,1,1.5,7,hot water/steam,gas,public/commercial,No,No,No
0.212,0.5,18,65000,1816,57,3,1,2,7,hot air,gas,public/commercial,No,No,Yes
0.1499,0.87,19,93300,2028,57,4,0,2,10,hot air,oil,public/commercial,No,No,No
0.140958,0.22,40,54500,775,57,2,0,1,7,hot water/steam,gas,public/commercial,No,No,No
0.095,0.33,34,54800,1368,57,2,0,1,6,hot air,gas,public/commercial,No,No,No
0.1616,0.24,34,49100,936,57,3,0,1.5,8,hot air,gas,public/commercial,No,No,No
0.3514,0.15,1,114000,1680,57,2,1,2.5,4,hot air,gas,public/commercial,No,No,Yes
0.155,0.3,33,53000,1368,57,3,0,1,6,hot air,gas,public/commercial,No,No,No
0.1985,0.4,34,53000,1326,57,3,1,1.5,7,hot air,gas,public/commercial,No,No,Yes
0.276,0.21,62,107000,1579,57,3,1,2,4,hot air,oil,public/commercial,No,No,Yes
0.167,0.25,32,50000,1286,57,3,0,1,8,hot air,gas,public/commercial,No,No,No
0.227,0.84,25,207700,2132,57,3,2,2.5,7,hot air,gas,public/commercial,No,No,Yes
0.4051,0.39,3,85400,2000,57,3,1,2.5,6,hot air,gas,public/commercial,No,No,Yes
0.395,0.14,3,112100,2222,57,3,0,2.5,6,hot air,gas,public/commercial,No,No,Yes
0.36,0.41,99,139000,2641,57,4,0,2,9,hot water/steam,gas,public/commercial,No,No,No
0.775,0,5,412600,2472,57,3,1,2.5,9,hot air,gas,septic,Yes,No,Yes
0.285,0.07,16,48200,1926,57,2,2,3,6,hot air,electric,public/commercial,No,No,Yes
0.3,0.12,4,108300,1534,57,3,0,2.5,8,hot air,gas,public/commercial,No,No,Yes
0.214,0.25,39,44000,1490,57,3,0,1.5,4,hot air,gas,septic,No,No,No
0.229,0.22,46,72000,1126,57,3,1,2,8,hot water/steam,gas,public/commercial,No,No,No
0.33,0.23,33,61200,1435,57,3,0,1.5,8,hot air,gas,public/commercial,No,No,Yes
0.146,0.42,44,60200,1136,57,3,0,1.5,8,hot air,gas,public/commercial,No,No,No
0.3815,0.15,2,114000,2162,57,3,1,2.5,9,hot air,gas,public/commercial,No,No,Yes
0.43,0.34,5,82400,2328,57,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
0.65,0.43,2,87800,2754,57,3,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
0.1945,0.17,40,37600,1504,57,4,0,1.5,6,hot air,gas,septic,No,No,No
0.279,0.39,14,58400,2473,57,4,1,3.5,7,hot air,gas,public/commercial,No,No,Yes
0.183,0.31,35,47600,2072,57,4,1,2.5,8,hot air,gas,public/commercial,No,No,No
0.195,0.03,18,19200,1480,57,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
0.47,0.17,135,99000,2096,57,3,2,2.5,8,hot air,gas,public/commercial,No,No,No
0.167,0.11,80,50400,1050,57,2,0,1,6,hot water/steam,gas,public/commercial,No,No,No
0.309278,0.02,17,18000,1650,57,2,1,2.5,5,hot air,gas,public/commercial,No,No,Yes
0.2175,0.34,26,92300,1596,57,3,0,1.5,6,hot air,gas,public/commercial,No,No,Yes
0.2,0.17,44,99000,979,57,3,0,2,8,hot water/steam,gas,public/commercial,No,No,No
0.199995,0.16,18,53800,1393,57,2,0,1.5,6,hot air,gas,public/commercial,No,No,Yes
0.179,0.46,44,70200,864,57,2,0,1,7,hot air,gas,public/commercial,No,No,No
0.329,1,1,106800,2744,57,4,0,2.5,10,hot air,gas,septic,No,No,Yes
0.3749,0.06,15,46600,2300,57,3,1,3,10,hot air,gas,public/commercial,No,No,Yes
0.165,0.29,34,52400,1612,57,3,1,1,5,hot air,gas,public/commercial,No,No,No
0.647,1.08,14,193300,2640,57,4,1,2.5,12,hot air,gas,septic,No,No,Yes
0.315,0.63,19,65500,775,57,1,0,1,6,hot air,oil,public/commercial,No,No,No
0.208,0.34,26,49400,2470,57,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
0.405,0.58,6,80000,3124,57,4,1,3,9,hot air,gas,septic,No,No,No
0.535,1,14,192500,3254,57,4,1,2.5,12,hot air,gas,septic,No,No,Yes
0.18402,0.4,34,59000,1544,57,3,0,2.5,7,hot air,gas,public/commercial,No,No,No
0.095,0.17,139,1900,1410,38,6,0,1.5,9,hot water/steam,gas,public/commercial,No,No,No
0.08755,0.46,44,2100,906,38,2,0,1,3,hot air,gas,septic,No,No,No
0.131,0.23,66,3600,1512,38,3,1,1,8,hot air,gas,public/commercial,No,No,No
0.127,0.2,77,3400,1232,38,3,1,1,8,hot air,gas,public/commercial,No,No,No
0.104695,0.21,54,3500,921,38,2,0,1,7,hot air,gas,public/commercial,No,No,No
0.12,0.18,70,3100,1287,38,3,0,1,4,hot air,gas,public/commercial,No,No,No
0.2785,0.16,17,5200,2600,38,4,0,3,12,electric,electric,septic,No,No,No
0.0755,0.13,124,1500,1302,38,3,0,2,8,hot air,gas,public/commercial,No,No,No
0.1219,0.47,20,4700,1144,38,3,0,1,6,hot water/steam,gas,septic,No,No,No
0.208,0.45,39,5500,1703,38,3,0,2,6,hot water/steam,gas,septic,No,No,No
0.151,0.59,15,4500,1553,38,3,1,2,4,electric,electric,septic,No,No,No
0.138,0.38,15,1700,1040,38,2,0,1,3,electric,electric,septic,No,No,No
0.229,0.55,11,7500,2124,38,4,0,3,10,hot water/steam,gas,septic,No,No,No
0.13,0.52,13,4500,1344,38,3,0,2,5,hot air,gas,septic,No,No,No
0.0899,0.46,66,3900,884,38,2,0,1,3,hot air,gas,septic,No,No,No
0.145,0.76,11,3800,1812,38,3,0,1.5,7,hot air,oil,septic,No,No,No
0.086,0.46,43,5500,880,38,3,0,1,4,hot air,gas,septic,No,No,No
0.095,0.17,134,2300,1256,38,3,0,2,5,hot air,gas,public/commercial,No,No,No
0.195,0.34,15,5000,1826,38,3,1,2.5,6,hot air,gas,septic,No,No,Yes
0.107325,0.1,126,1100,1134,38,3,0,1.5,7,hot air,gas,public/commercial,No,No,No
0.131,0.54,41,5300,1916,38,4,1,2.5,8,hot air,gas,septic,No,No,No
0.1669,0.75,3,1700,1272,38,3,0,1.5,7,hot air,gas,septic,No,No,No
0.127,0.43,39,4900,960,38,3,0,1,6,hot air,gas,septic,No,No,Yes
0.119,0.15,65,2500,1152,38,2,0,1.5,4,hot air,gas,public/commercial,No,No,No
0.092509,0.52,13,4500,840,38,2,0,1,4,hot air,gas,septic,No,No,No
0.174,0.46,34,5500,2106,38,5,0,2,11,hot air,gas,septic,No,No,No
0.18,0.52,10,2500,1632,38,3,0,2,8,hot air,gas,septic,No,No,No
0.155,0.41,9,300,1092,38,3,0,2,8,hot air,gas,septic,No,No,No
0.1465,0.44,25,13200,1634,57,3,1,1.5,8,hot air,gas,septic,No,No,Yes
0.1625,0.46,26,13800,1890,57,3,1,2.5,7,hot air,gas,septic,No,No,Yes
0.21,0.48,32,18400,2224,57,5,2,2.5,11,hot air,gas,septic,No,No,No
0.165,0.65,22,16500,1475,57,3,1,2,6,electric,electric,septic,No,No,No
0.123,0.08,16,2100,1480,54,3,1,1.5,5,hot air,gas,public/commercial,No,No,No
0.15,0.58,36,13300,1368,54,3,1,1,4,hot air,gas,septic,No,No,No
0.1289,0.14,7,7200,1200,36,3,0,1,8,hot air,gas,public/commercial,No,No,No
0.0881,0.14,0,7400,840,36,2,0,1,7,hot air,gas,public/commercial,No,No,Yes
0.175,0.68,54,25900,1176,47,3,0,2,8,hot air,oil,public/commercial,No,No,No
0.120975,0.13,0,7400,1380,36,3,0,2,4,hot air,gas,public/commercial,No,Yes,No
0.147543,0.29,0,11300,1786,36,3,0,2.5,7,hot air,gas,septic,No,Yes,No
0.118,0.22,17,3400,1480,54,3,0,1.5,4,hot air,gas,public/commercial,No,No,No
0.199,0.5,13,15300,1574,54,3,1,1.5,7,hot water/steam,gas,public/commercial,No,No,No
0.0799,0.18,154,7500,950,54,2,0,1.5,5,hot air,oil,septic,No,No,No
0.279,0.55,14,25300,3178,57,4,1,3.5,12,hot air,gas,public/commercial,No,No,Yes
0.09,0.28,16,10600,1342,57,3,0,1.5,7,hot air,gas,septic,No,No,No
0.0919,0.35,20,12000,1336,57,2,1,1.5,5,electric,electric,septic,No,No,Yes
0.153,0.25,10,8400,1542,54,3,0,2.5,6,hot air,gas,public/commercial,No,No,No
0.17,2.68,11,21400,2272,54,4,1,3.5,8,hot water/steam,oil,septic,No,No,No
0.1452,0.2,15,3400,1480,54,2,1,2.5,4,hot air,gas,public/commercial,No,No,No
0.296,0.02,8,14000,2506,57,4,2,2.5,10,hot air,gas,public/commercial,No,No,No
0.15,0.37,1,15800,1852,30,4,0,2,6,hot air,oil,septic,No,No,No
0.086,0.45,19,14000,1055,57,2,1,1,7,hot air,gas,septic,No,No,No
0.118,0.36,21,40000,1392,57,3,0,1.5,7,hot air,gas,septic,No,No,No
0.155,0.75,53,6500,1608,57,3,1,2,5,hot air,oil,septic,No,No,No
0.2225,0.69,15,16900,1564,57,3,1,2,6,hot air,gas,public/commercial,No,No,No
0.25,0.46,17,18400,2068,57,4,1,2.5,10,hot air,gas,septic,No,No,Yes
0.365,0.69,13,21900,2516,57,4,0,2.5,11,hot air,oil,septic,No,No,Yes
0.12,0.89,14,19300,1684,38,4,0,1.5,5,electric,electric,septic,No,No,No
0.193,0.47,18,14100,1481,57,3,0,1.5,5,hot water/steam,gas,septic,No,No,No
0.085568,0.15,67,2600,999,20,3,0,1,6,hot water/steam,oil,public/commercial,No,No,No
0.082,0.46,17,4420,896,20,2,0,1,3,hot water/steam,oil,public/commercial,No,No,No
0.225,0.77,50,3000,792,20,2,1,1,7,hot water/steam,oil,septic,No,No,No
0.24,0.85,34,50400,2747,27,4,2,3.5,12,hot water/steam,oil,septic,No,No,No
0.2349,0.01,1,43300,2277,63,4,0,2.5,8,hot air,gas,public/commercial,No,Yes,Yes
0.112,0.02,19,14900,1281,63,2,1,2.5,6,hot air,gas,public/commercial,No,No,Yes
0.261,0.57,14,43200,2462,63,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
0.4,0.6,9,57000,2897,63,4,2,2.5,12,hot air,gas,public/commercial,No,No,Yes
0.31,0.41,4,37600,2672,63,4,1,3.5,8,hot air,electric,public/commercial,No,No,Yes
0.182,0.29,21,26300,1932,63,3,0,1.5,8,hot air,gas,public/commercial,No,No,No
0.1875,0.47,11,25500,1320,63,3,0,2.5,7,hot air,gas,public/commercial,No,No,No
0.405,0.61,6,23900,3296,63,4,1,2.5,12,hot air,gas,public/commercial,No,No,Yes
0.42,1.14,6,82100,3279,63,4,1,3,11,hot air,gas,public/commercial,No,No,Yes
0.359,0.48,4,37100,3204,63,4,1,2.5,9,hot air,gas,public/commercial,No,No,Yes
0.12,0.01,16,9900,1217,63,2,0,2.5,6,electric,electric,public/commercial,No,No,Yes
0.1715,0.31,37,21500,1782,63,3,1,1.5,6,hot water/steam,gas,public/commercial,No,No,No
0.1599,0.21,16,28800,1180,63,2,1,1.5,6,hot air,gas,public/commercial,No,No,Yes
0.1865,0.21,16,28000,1452,63,3,1,2,8,hot air,electric,public/commercial,No,No,Yes
0.26,0.46,13,36600,2140,63,4,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
0.115,0.01,16,9900,1219,63,2,0,1.5,6,electric,electric,public/commercial,No,No,Yes
0.191,0.44,39,24100,1518,63,4,1,1.5,5,hot water/steam,gas,public/commercial,No,No,No
0.355465,0.35,0,233000,3328,63,4,1,2.5,12,hot air,gas,public/commercial,No,Yes,Yes
0.3399,0.57,10,54600,2344,63,3,0,2.5,10,hot air,gas,public/commercial,No,No,Yes
0.09,0.49,74,10600,960,23,2,0,1,7,hot air,gas,septic,No,No,No
0.245,0.04,6,28800,1544,63,3,0,2.5,8,hot air,gas,public/commercial,No,No,No
0.3209,0.46,7,36400,2873,63,4,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
0.159,0.22,18,29600,1180,63,2,1,1.5,6,hot air,gas,public/commercial,No,No,Yes
0.1749,0.62,38,15100,1368,63,3,0,1.5,6,hot air,gas,septic,No,No,No
0.2935,0.49,10,38400,1904,63,4,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
0.21,0.51,11,26900,1320,63,3,0,2,8,hot air,gas,public/commercial,No,No,No
0.1825,1,34,25200,1594,63,3,1,1.5,5,hot air,gas,septic,No,No,No
0.2199,0.46,8,38100,1847,63,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
0.37,0.46,1,36600,3125,63,4,1,2.5,12,hot air,gas,public/commercial,No,Yes,Yes
0.286,0.47,7,20000,2004,63,4,1,2.5,10,hot air,gas,public/commercial,No,No,No
0.1699,0.49,36,27800,1623,63,3,1,1.5,8,hot air,gas,public/commercial,No,No,Yes
0.161,0.23,40,22000,1120,41,3,0,1,7,hot water/steam,oil,public/commercial,No,No,No
0.287,0.36,2,53900,2363,63,5,1,2.5,11,hot air,gas,public/commercial,No,No,Yes
0.315,0.94,9,48200,2572,63,4,1,2.5,11,hot air,gas,public/commercial,No,No,No
0.177,0.34,25,9200,1548,63,3,0,1.5,5,electric,electric,septic,No,No,No
0.332,1,11,26700,2734,63,3,0,2.5,11,hot air,gas,public/commercial,No,No,Yes
0.249,0.53,8,38800,1462,63,3,1,2,5,hot air,gas,public/commercial,No,No,Yes
0.179,0.09,15,25500,1558,63,2,0,2.5,7,hot air,gas,public/commercial,No,No,No
0.15,0.52,34,14000,1664,63,3,0,1.5,8,hot water/steam,oil,septic,No,No,No
0.225,0.37,16,24500,1877,63,4,1,3,10,hot air,gas,public/commercial,No,No,No
0.182,0.33,37,21400,1838,63,3,1,1,7,hot air,gas,public/commercial,No,No,No
0.3299,0.5,9,37800,2368,63,4,1,2.5,11,hot air,gas,public/commercial,No,No,Yes
0.165,0.33,32,22500,2104,63,5,1,1.5,11,hot water/steam,gas,public/commercial,No,No,No
0.18,0.31,16,36800,1180,63,2,0,1.5,7,hot air,gas,public/commercial,No,No,No
0.321,0.53,11,38800,2399,63,4,1,2.5,11,hot air,gas,public/commercial,No,No,Yes
0.18,0.11,15,15400,1232,63,2,1,1.5,4,hot air,gas,public/commercial,No,No,No
0.178,0.14,17,19600,1180,63,2,0,1.5,6,hot air,gas,public/commercial,No,No,Yes
0.2799,0.55,2,39500,2022,63,4,1,2.5,9,hot air,gas,public/commercial,No,No,No
0.179,0.14,19,21000,1364,63,2,1,1.5,5,hot air,gas,public/commercial,No,No,Yes
0.183,0.15,17,21000,1343,63,2,1,2.5,6,hot air,gas,public/commercial,No,No,Yes
0.5,1,70,35900,1492,63,3,0,1,7,hot air,oil,septic,No,No,No
0.17,0.37,37,24500,999,63,3,1,1,6,hot water/steam,gas,public/commercial,No,No,No
0.179,0.34,24,27000,2102,54,3,1,2.5,9,hot air,gas,public/commercial,No,No,No
0.1849,0.32,18,27000,1656,54,3,1,1.5,4,hot air,gas,public/commercial,No,No,No
0.1775,0.33,18,27000,1561,54,3,0,1.5,7,hot air,electric,public/commercial,No,No,No
0.1125,0.15,19,15700,988,54,2,0,2,7,electric,electric,public/commercial,No,No,No
0.18,0.32,17,27000,1765,54,5,1,2,9,hot water/steam,gas,public/commercial,No,No,No
0.0103,0.16,20,15700,912,54,2,1,1.5,4,electric,electric,public/commercial,No,No,No
0.1379,0.16,17,15100,1592,54,3,0,1.5,7,electric,electric,public/commercial,No,No,No
0.144,0.06,54,3600,1344,54,5,0,1,8,electric,electric,public/commercial,No,No,No
0.1316,0.16,17,15100,1385,54,2,1,1.5,7,electric,electric,public/commercial,No,No,No
0.1235,0.15,17,15100,1385,54,2,0,1.5,5,electric,electric,public/commercial,No,No,No
0.123,0.15,17,15100,1679,54,2,0,1.5,7,electric,electric,public/commercial,No,No,No
0.109,0.15,20,15700,908,54,2,0,1,7,electric,electric,public/commercial,No,No,No
0.173,0.31,16,27000,1527,54,2,1,2,5,hot air,gas,public/commercial,No,No,Yes
0.105,0.16,20,15700,912,54,2,0,1.5,3,electric,electric,public/commercial,No,No,No
0.1225,0.15,18,15100,1184,54,2,0,1.5,3,electric,electric,public/commercial,No,No,No
0.191,0.46,26,24500,1719,63,3,1,1.5,7,electric,electric,public/commercial,No,No,No
0.149,0.16,19,15100,1080,54,2,1,1,6,electric,electric,septic,No,No,No
0.205,0.33,16,27000,2118,54,4,1,2,9,electric,electric,public/commercial,No,No,No
0.225,0.33,16,27000,2527,54,3,0,1.5,10,electric,electric,public/commercial,No,No,No
0.21,0.49,15,25000,1592,54,3,1,1.5,8,hot air,gas,septic,No,No,No
0.1889,0.32,18,27000,1294,54,3,0,1,4,electric,electric,public/commercial,No,No,No
0.192,0.94,33,25200,1974,63,4,1,2.5,8,hot water/steam,gas,septic,No,No,No
0.1375,0.16,17,15700,988,54,2,1,2,7,electric,electric,public/commercial,No,No,No
0.2,0.36,20,27000,1508,54,3,1,2,8,hot air,gas,public/commercial,No,No,No
0.126,0.16,17,15600,908,54,2,0,1,4,electric,electric,public/commercial,No,No,No
0.2145,0.35,20,27000,1910,54,4,1,2,7,electric,electric,public/commercial,No,No,No
0.152,0.15,18,15700,912,54,2,0,1.5,5,electric,electric,public/commercial,No,No,No
0.115,0.16,20,15700,912,54,2,0,1.5,5,electric,electric,public/commercial,No,No,No
0.088,0.16,19,15700,988,54,2,0,2,4,electric,electric,public/commercial,No,No,No
0.17,0.35,20,27000,1748,54,2,0,2,4,electric,electric,public/commercial,No,No,No
0.137,0.16,18,15700,912,54,2,1,1.5,3,electric,electric,public/commercial,No,No,No
0.145,0.15,17,15100,1385,54,3,0,1.5,8,electric,electric,public/commercial,No,No,No
0.202,0.43,15,25000,1300,54,3,0,1.5,7,hot air,gas,septic,No,No,No
0.13,0.15,17,15600,908,54,2,0,1,7,electric,electric,public/commercial,No,No,No
0.265,1,25,21700,1900,54,3,0,2,7,electric,electric,septic,No,No,No
0.185,0.33,16,27000,2191,54,3,1,2.5,7,electric,electric,public/commercial,No,No,No
0.13,0.16,25,15100,1080,54,2,1,1,4,hot air,gas,public/commercial,No,No,Yes
0.19,0.59,15,25000,1300,54,3,1,1.5,5,hot air,gas,septic,No,No,Yes
0.204,0.4,1,15000,2458,63,4,1,2.5,10,hot air,gas,public/commercial,No,No,No
0.125,0.35,22,10500,1040,63,3,0,1,4,electric,electric,public/commercial,No,No,No
0.3499,0.44,0,13000,2886,63,4,1,3,12,hot air,gas,public/commercial,No,Yes,No
0.142,0.14,8,3700,1840,23,3,0,1,6,hot air,gas,public/commercial,No,No,No
0.1325,0.37,19,13000,1988,63,2,0,1,4,electric,electric,public/commercial,No,No,No
0.22,1,43,22900,672,57,2,0,1,3,hot air,oil,septic,No,No,No
0.16,1.96,13,18400,1512,57,2,0,2,4,hot air,oil,septic,No,No,No
0.0103,0.16,20,15700,912,54,2,1,1.5,6,electric,electric,public/commercial,No,No,No
0.095,0.15,19,15700,912,54,2,0,1.5,6,electric,electric,public/commercial,No,No,No
0.122055,0.15,17,15000,1385,54,2,0,1.5,5,electric,electric,public/commercial,No,No,No
0.149,0.31,18,27000,1508,54,3,1,1.5,8,hot air,gas,public/commercial,No,No,No
